Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
23	2	2019	Alforja	19.8	5.3	12.5	26.0	0.0
23	2	2019	Reus	19.5	4.7	12.1	16.0	0.0
23	2	2019	Tarragona	18.4	9.4	13.9	0.0	0.0
23	2	2019	Vigo	20.5	11.3	15.9	24.0	0.0
2	9	2019	Donostia	23.6	15.2	19.4	16.0	1.6
2	9	2019	Bilbo	22.9	14.4	18.6	18.0	0.0
2	9	2019	Gasteiz	21.4	9.7	15.5	26.0	0.0
2	9	2019	Iruña	23.3	13.5	18.4	39.0	0.0
2	9	2019	Alforja	30.5	20.7	25.6	0.0	0.0
2	9	2019	Reus	30.5	20.7	25.6	36.0	0.0
2	9	2019	Tarragona	31.3	21.3	26.3	0.0	0.0
2	9	2019	Vigo	31.5	14.6	23.1	24.0	0.0
7	6	2019	Donostia	24.6	13.8	19.2	41.0	0.5
7	6	2019	Bilbo	23.0	13.3	18.2	44.0	0.0
7	6	2019	Gasteiz	20.0	7.5	13.8	44.0	0.8
7	6	2019	Iruña	20.9	9.2	15.0	44.0	2.6
7	6	2019	Reus	28.8	16.2	22.5	26.0	0.0
7	6	2019	Tarragona	29.5	16.8	23.1	0.0	0.0
7	6	2019	Vigo	16.3	8.2	12.2	21.0	4.2
18	12	2019	Donostia	18.8	5.2	12.0	36.0	0.0
18	12	2019	Bilbo	18.0	5.6	11.8	33.0	0.0
18	12	2019	Gasteiz	14.1	2.8	8.5	25.0	0.0
18	12	2019	Iruña	14.3	4.0	9.2	37.0	0.0
18	12	2019	Reus	18.9	7.2	13.0	14.0	0.0
18	12	2019	Tarragona	18.9	9.9	14.4	0.0	0.0
18	12	2019	Vigo	14.8	7.9	11.4	58.0	58.1
21	1	2019	Donostia	9.9	8.0	8.9	26.0	1.8
21	1	2019	Bilbo	10.5	3.7	7.1	20.0	5.4
21	1	2019	Gasteiz	7.1	1.9	4.5	24.0	3.7
21	1	2019	Iruña	7.4	2.3	4.9	27.0	1.5
21	1	2019	Alforja	10.1	2.9	6.5	28.0	0.0
21	1	2019	Reus	13.1	2.8	8.0	29.0	0.0
21	1	2019	Tarragona	14.3	3.5	8.9	0.0	0.0
21	1	2019	Vigo	11.9	5.2	8.5	14.0	0.0
22	5	2019	Donostia	19.5	11.1	15.3	17.0	0.0
22	5	2019	Bilbo	24.5	7.6	16.0	16.0	0.0
22	5	2019	Gasteiz	23.8	2.0	12.9	15.0	0.0
22	5	2019	Iruña	24.7	6.1	15.4	17.0	0.0
22	5	2019	Reus	23.6	14.2	18.9	21.0	0.0
22	5	2019	Tarragona	21.6	15.4	18.5	0.0	0.0
22	5	2019	Vigo	20.2	5.0	12.6	24.0	0.0
6	5	2019	Donostia	20.2	5.0	12.6	25.0	0.0
6	5	2019	Bilbo	21.1	3.6	12.4	19.0	0.0
6	5	2019	Gasteiz	21.8	-3.1	9.3	23.0	0.0
6	5	2019	Iruña	22.1	-0.1	11.0	17.0	0.0
6	5	2019	Reus	19.2	5.5	12.4	19.0	0.0
6	5	2019	Tarragona	18.0	8.9	13.4	0.0	0.0
6	5	2019	Vigo	17.4	11.2	14.3	25.0	0.3
7	1	2019	Donostia	7.6	4.7	6.1	22.0	0.0
7	1	2019	Bilbo	7.3	5.6	6.5	15.0	0.7
7	1	2019	Gasteiz	4.3	1.8	3.1	22.0	0.0
7	1	2019	Iruña	4.3	-0.5	1.9	38.0	0.0
7	1	2019	Alforja	14.8	0.1	7.5	0.0	0.0
7	1	2019	Reus	14.8	0.1	7.5	18.0	0.0
7	1	2019	Tarragona	16.1	3.4	9.8	0.0	0.0
7	1	2019	Vigo	12.2	1.2	6.7	17.0	0.0
30	7	2019	Donostia	22.9	16.2	19.6	27.0	8.1
30	7	2019	Bilbo	23.0	15.5	19.3	30.0	0.0
30	7	2019	Gasteiz	22.1	11.2	16.7	31.0	0.0
30	7	2019	Iruña	23.2	14.5	18.9	38.0	0.0
30	7	2019	Alforja	33.2	22.9	28.1	0.0	0.0
30	7	2019	Reus	33.2	22.9	28.1	26.0	0.0
30	7	2019	Tarragona	32.4	23.4	27.9	0.0	0.0
30	7	2019	Vigo	23.0	11.9	17.4	23.0	0.0
19	12	2019	Donostia	20.1	15.7	17.9	54.0	0.0
19	12	2019	Bilbo	19.7	14.2	17.0	49.0	0.8
19	12	2019	Gasteiz	14.3	8.7	11.5	36.0	6.5
19	12	2019	Iruña	15.5	8.4	11.9	63.0	0.4
19	12	2019	Reus	15.8	5.5	10.7	14.0	0.3
19	12	2019	Tarragona	16.1	8.1	12.1	0.0	0.2
19	12	2019	Vigo	14.6	8.4	11.5	54.0	39.5
27	4	2019	Donostia	15.1	8.4	11.8	0.0	0.0
27	4	2019	Bilbo	15.1	8.4	11.8	24.0	0.0
27	4	2019	Gasteiz	16.4	3.5	9.9	28.0	0.0
27	4	2019	Iruña	16.9	2.9	9.9	31.0	0.0
27	4	2019	Alforja	22.1	8.2	15.2	21.0	0.0
27	4	2019	Reus	24.4	8.8	16.6	36.0	0.0
27	4	2019	Tarragona	22.6	10.5	16.6	0.0	0.0
27	4	2019	Vigo	18.4	8.1	13.3	22.0	0.0
2	5	2019	Donostia	16.8	12.7	14.7	19.0	1.2
2	5	2019	Bilbo	17.4	11.7	14.5	23.0	0.0
2	5	2019	Gasteiz	14.4	6.9	10.6	26.0	0.0
2	5	2019	Iruña	15.3	7.8	11.6	32.0	0.0
2	5	2019	Reus	22.1	11.1	16.6	23.0	0.7
2	5	2019	Tarragona	21.1	12.3	16.7	0.0	0.8
2	5	2019	Vigo	21.8	9.1	15.4	30.0	0.0
26	3	2019	Donostia	14.8	6.6	10.7	18.0	0.0
26	3	2019	Bilbo	14.5	5.6	10.0	21.0	0.0
26	3	2019	Gasteiz	15.4	2.0	8.7	36.0	0.0
26	3	2019	Iruña	14.8	2.9	8.9	47.0	0.0
26	3	2019	Reus	20.8	5.6	13.2	34.0	0.0
26	3	2019	Tarragona	21.1	7.8	14.5	0.0	0.0
26	3	2019	Vigo	23.5	9.8	16.7	27.0	0.0
8	8	2019	Donostia	34.2	20.5	27.4	18.0	0.0
8	8	2019	Bilbo	35.5	20.1	27.8	24.0	0.0
8	8	2019	Gasteiz	33.1	17.5	25.3	35.0	0.0
8	8	2019	Iruña	35.4	19.4	27.4	21.0	0.0
8	8	2019	Alforja	32.6	23.9	28.2	0.0	0.0
8	8	2019	Reus	32.6	23.9	28.2	21.0	0.0
8	8	2019	Tarragona	30.7	24.6	27.7	0.0	0.0
8	8	2019	Vigo	22.2	17.8	20.0	41.0	14.5
24	9	2019	Donostia	25.3	16.2	20.8	23.0	0.1
24	9	2019	Bilbo	24.5	14.8	19.7	0.0	0.0
24	9	2019	Gasteiz	24.5	14.8	19.7	38.0	0.0
24	9	2019	Iruña	28.5	11.3	19.9	25.0	0.0
24	9	2019	Reus	31.2	15.1	23.2	32.0	0.0
24	9	2019	Tarragona	28.9	16.7	22.8	0.0	0.0
24	9	2019	Vigo	20.1	15.3	17.7	31.0	12.9
14	1	2019	Donostia	13.2	10.5	11.8	18.0	17.9
14	1	2019	Bilbo	12.5	8.9	10.7	23.0	0.8
14	1	2019	Gasteiz	9.9	6.0	7.9	17.0	0.0
14	1	2019	Iruña	10.5	6.5	8.5	26.0	0.0
14	1	2019	Alforja	13.9	6.3	10.1	42.0	0.0
14	1	2019	Reus	17.1	7.7	12.4	53.0	0.0
14	1	2019	Tarragona	18.5	8.3	13.4	0.0	0.0
14	1	2019	Vigo	11.5	3.2	7.4	16.0	0.0
27	9	2019	Donostia	24.2	15.2	19.7	17.0	1.3
27	9	2019	Bilbo	24.9	14.4	19.6	22.0	0.0
27	9	2019	Gasteiz	25.2	11.3	18.3	29.0	0.0
27	9	2019	Iruña	26.9	11.5	19.2	23.0	0.0
27	9	2019	Reus	27.5	19.1	23.3	0.0	0.0
27	9	2019	Tarragona	27.3	20.1	23.7	0.0	0.0
27	9	2019	Vigo	19.1	13.3	16.2	17.0	2.9
14	6	2019	Donostia	18.1	13.6	15.9	14.0	1.9
14	6	2019	Bilbo	16.6	10.2	13.4	14.0	0.0
14	6	2019	Gasteiz	19.9	10.7	15.3	24.0	0.0
14	6	2019	Iruña	24.5	10.6	17.6	32.0	0.0
14	6	2019	Reus	25.7	14.0	19.9	37.0	0.0
14	6	2019	Tarragona	25.0	15.8	20.4	0.0	0.0
14	6	2019	Vigo	17.8	8.3	13.0	25.0	0.0
5	10	2019	Donostia	21.5	15.4	18.4	13.0	0.4
5	10	2019	Bilbo	20.8	13.1	16.9	0.0	0.0
5	10	2019	Gasteiz	21.8	13.2	17.5	24.0	0.0
5	10	2019	Iruña	21.5	11.8	16.7	28.0	0.0
5	10	2019	Reus	25.7	15.1	20.4	24.0	0.0
5	10	2019	Tarragona	25.2	16.8	21.0	0.0	0.0
5	10	2019	Vigo	19.6	12.8	16.2	17.0	0.0
14	8	2019	Donostia	26.7	13.3	20.0	17.0	0.1
14	8	2019	Bilbo	27.3	12.8	20.0	22.0	0.0
14	8	2019	Gasteiz	28.5	7.6	18.0	30.0	0.0
14	8	2019	Iruña	29.9	9.4	19.6	27.0	0.0
14	8	2019	Alforja	30.1	15.5	22.8	0.0	0.0
14	8	2019	Reus	30.1	15.5	22.8	23.0	0.0
14	8	2019	Tarragona	28.7	17.4	23.1	0.0	0.0
14	8	2019	Vigo	23.5	13.9	18.7	16.0	0.0
8	1	2019	Donostia	11.3	6.8	9.1	17.0	5.1
8	1	2019	Bilbo	9.9	5.4	7.6	16.0	0.5
8	1	2019	Gasteiz	6.9	3.5	5.2	19.0	0.0
8	1	2019	Iruña	7.5	2.1	4.8	34.0	0.0
8	1	2019	Alforja	13.5	-2.3	5.6	0.0	0.0
8	1	2019	Reus	13.5	-2.3	5.6	38.0	0.0
8	1	2019	Tarragona	15.2	1.9	8.5	0.0	0.0
8	1	2019	Vigo	12.5	1.2	6.9	17.0	0.0
23	6	2019	Donostia	26.7	17.8	22.3	28.0	0.0
23	6	2019	Bilbo	24.6	18.1	21.4	17.0	0.0
23	6	2019	Gasteiz	32.1	15.0	23.5	28.0	0.0
23	6	2019	Iruña	33.8	15.7	24.7	22.0	0.0
23	6	2019	Reus	28.4	18.5	23.4	21.0	0.0
23	6	2019	Tarragona	26.3	19.4	22.8	0.0	0.0
23	6	2019	Vigo	27.3	22.2	24.8	0.0	0.0
25	7	2019	Donostia	27.3	22.2	24.8	21.0	7.5
25	7	2019	Bilbo	29.1	21.6	25.4	23.0	13.6
25	7	2019	Gasteiz	37.5	14.8	26.2	33.0	5.0
25	7	2019	Iruña	39.1	21.5	30.3	39.0	0.0
25	7	2019	Alforja	31.5	20.8	26.1	0.0	0.0
25	7	2019	Reus	31.5	20.8	26.1	16.0	0.0
25	7	2019	Tarragona	29.4	21.6	25.5	0.0	0.0
25	7	2019	Vigo	21.0	17.0	19.0	30.0	2.0
27	3	2019	Donostia	15.3	4.8	10.1	21.0	0.0
27	3	2019	Bilbo	15.2	2.3	8.7	21.0	0.0
27	3	2019	Gasteiz	14.8	-1.4	6.7	29.0	0.0
27	3	2019	Iruña	16.8	2.5	9.6	37.0	0.0
27	3	2019	Reus	18.7	6.8	12.8	24.0	0.0
27	3	2019	Tarragona	18.7	6.8	12.8	0.0	0.0
27	3	2019	Vigo	23.0	3.8	13.4	0.0	0.0
12	3	2019	Donostia	23.0	3.8	13.4	27.0	9.1
12	3	2019	Bilbo	18.3	5.1	11.7	36.0	0.0
12	3	2019	Gasteiz	20.3	-3.2	8.5	31.0	0.5
12	3	2019	Iruña	17.0	-1.8	7.6	30.0	0.0
12	3	2019	Alforja	17.0	4.9	11.0	0.0	0.0
12	3	2019	Reus	17.0	4.9	11.0	25.0	0.0
12	3	2019	Tarragona	16.7	8.8	12.8	0.0	0.0
12	3	2019	Vigo	13.1	5.9	9.5	31.0	3.5
20	12	2019	Donostia	20.1	10.8	15.5	51.0	16.6
20	12	2019	Bilbo	17.6	8.9	13.3	47.0	20.0
20	12	2019	Gasteiz	13.9	7.2	10.5	41.0	17.8
20	12	2019	Iruña	15.5	8.2	11.8	69.0	17.0
20	12	2019	Reus	18.6	11.2	14.9	23.0	8.0
20	12	2019	Tarragona	17.8	12.3	15.0	0.0	7.8
20	12	2019	Vigo	11.8	8.2	10.0	31.0	22.3
20	6	2019	Donostia	20.8	18.1	19.4	14.0	1.1
20	6	2019	Bilbo	19.8	15.8	17.8	17.0	0.6
20	6	2019	Gasteiz	18.9	13.8	16.3	24.0	0.0
20	6	2019	Iruña	22.3	13.9	18.1	34.0	1.4
20	6	2019	Reus	26.3	18.3	22.3	20.0	0.0
20	6	2019	Tarragona	23.8	18.6	21.2	0.0	0.0
20	6	2019	Vigo	21.0	14.1	17.6	23.0	0.0
3	7	2019	Donostia	24.1	18.6	21.4	14.0	0.0
3	7	2019	Bilbo	28.2	18.0	23.1	23.0	0.5
3	7	2019	Gasteiz	27.2	16.3	21.8	25.0	4.1
3	7	2019	Iruña	34.5	16.0	25.3	22.0	0.0
3	7	2019	Alforja	32.6	17.2	24.9	13.0	0.0
3	7	2019	Reus	33.0	19.9	26.4	21.0	0.0
3	7	2019	Tarragona	30.4	20.2	25.3	0.0	0.0
3	7	2019	Vigo	27.5	11.6	19.6	0.0	0.0
6	6	2019	Donostia	27.5	11.6	19.6	31.0	0.0
6	6	2019	Bilbo	27.0	10.0	18.5	36.0	0.2
6	6	2019	Gasteiz	24.3	6.5	15.4	32.0	0.0
6	6	2019	Iruña	24.2	7.7	16.0	44.0	0.0
6	6	2019	Reus	22.7	12.8	17.8	23.0	0.0
6	6	2019	Tarragona	21.7	12.0	16.9	0.0	0.0
6	6	2019	Vigo	13.3	10.2	11.8	46.0	16.9
19	1	2019	Donostia	13.5	7.9	10.7	20.0	1.7
19	1	2019	Bilbo	12.2	3.9	8.0	20.0	0.1
19	1	2019	Gasteiz	7.3	3.1	5.2	25.0	2.8
19	1	2019	Iruña	8.9	-0.7	4.1	0.0	1.9
19	1	2019	Alforja	10.4	3.5	6.9	26.0	0.0
19	1	2019	Reus	12.5	0.6	6.6	20.0	0.0
19	1	2019	Tarragona	13.6	3.2	8.4	0.0	0.0
19	1	2019	Vigo	11.9	5.8	8.8	38.0	46.3
22	2	2019	Donostia	21.4	8.1	14.8	13.0	0.0
22	2	2019	Bilbo	20.3	-2.4	8.9	0.0	0.0
22	2	2019	Gasteiz	20.3	-2.4	8.9	17.0	0.0
22	2	2019	Iruña	21.3	-1.7	9.8	14.0	0.0
22	2	2019	Alforja	24.0	2.5	13.3	0.0	0.0
22	2	2019	Reus	24.0	2.5	13.3	24.0	0.0
22	2	2019	Tarragona	24.2	5.6	14.9	0.0	0.0
22	2	2019	Vigo	21.0	8.8	14.9	27.0	0.0
16	7	2019	Donostia	25.9	17.2	21.6	17.0	0.0
16	7	2019	Bilbo	26.6	13.7	20.2	19.0	0.0
16	7	2019	Gasteiz	27.2	7.3	17.3	28.0	0.0
16	7	2019	Iruña	28.8	12.8	20.8	26.0	0.0
16	7	2019	Alforja	30.8	19.6	25.2	0.0	0.0
16	7	2019	Reus	30.8	19.6	25.2	26.0	0.0
16	7	2019	Tarragona	29.0	19.5	24.3	0.0	0.0
16	7	2019	Vigo	28.7	15.9	22.3	31.0	0.0
5	4	2019	Donostia	16.6	9.1	12.9	27.0	10.2
5	4	2019	Bilbo	16.0	7.8	11.9	22.0	1.6
5	4	2019	Gasteiz	11.3	2.9	7.1	26.0	0.3
5	4	2019	Iruña	12.9	4.7	8.8	33.0	4.2
5	4	2019	Reus	16.9	7.7	12.3	0.0	0.0
5	4	2019	Tarragona	16.9	7.7	12.3	0.0	5.2
5	4	2019	Vigo	10.8	3.3	7.1	24.0	20.5
5	11	2019	Donostia	14.2	9.7	11.9	39.0	45.1
5	11	2019	Bilbo	13.9	8.4	11.1	49.0	28.0
5	11	2019	Gasteiz	11.9	4.7	8.3	34.0	16.6
5	11	2019	Iruña	10.5	6.3	8.4	25.0	22.9
5	11	2019	Reus	18.7	12.4	15.6	48.0	0.0
5	11	2019	Tarragona	20.7	13.3	17.0	0.0	0.0
5	11	2019	Vigo	14.7	9.9	12.3	28.0	15.2
11	9	2019	Donostia	22.8	16.9	19.8	21.0	0.0
11	9	2019	Bilbo	22.2	15.1	18.7	26.0	0.1
11	9	2019	Gasteiz	20.5	12.3	16.4	34.0	0.3
11	9	2019	Iruña	22.7	13.1	17.9	42.0	0.0
11	9	2019	Reus	26.8	14.7	20.7	38.0	11.5
11	9	2019	Tarragona	26.6	14.7	20.7	0.0	16.0
11	9	2019	Vigo	26.4	10.9	18.6	27.0	0.0
8	11	2019	Donostia	13.9	7.3	10.6	31.0	33.3
8	11	2019	Bilbo	12.5	7.8	10.2	48.0	47.5
8	11	2019	Gasteiz	6.4	3.6	5.0	33.0	28.4
8	11	2019	Iruña	6.3	1.2	3.8	32.0	39.2
8	11	2019	Reus	15.8	7.4	11.6	63.0	0.0
8	11	2019	Tarragona	17.1	8.8	13.0	0.0	0.0
8	11	2019	Vigo	13.1	4.3	8.7	15.0	2.9
20	3	2019	Donostia	15.2	6.4	10.8	17.0	0.0
20	3	2019	Bilbo	14.6	5.2	9.9	22.0	0.0
20	3	2019	Gasteiz	12.2	1.6	6.9	35.0	0.0
20	3	2019	Iruña	12.6	1.4	7.0	37.0	0.0
20	3	2019	Reus	16.2	4.3	10.3	21.0	0.0
20	3	2019	Tarragona	15.7	6.5	11.1	0.0	0.0
20	3	2019	Vigo	17.8	5.7	11.7	23.0	0.0
8	5	2019	Donostia	21.2	12.5	16.9	32.0	1.3
8	5	2019	Bilbo	21.9	11.1	16.5	38.0	3.6
8	5	2019	Gasteiz	20.9	13.3	17.1	50.0	0.6
8	5	2019	Iruña	22.1	13.9	18.0	42.0	0.1
8	5	2019	Reus	23.6	15.2	19.4	25.0	0.0
8	5	2019	Tarragona	19.4	15.5	17.4	0.0	0.0
8	5	2019	Vigo	15.3	11.4	13.3	40.0	9.3
17	4	2019	Donostia	28.7	15.1	21.9	28.0	0.0
17	4	2019	Bilbo	23.7	11.7	17.7	45.0	0.0
17	4	2019	Gasteiz	19.9	10.5	15.2	42.0	0.0
17	4	2019	Iruña	22.2	8.0	15.1	31.0	0.0
17	4	2019	Reus	18.1	7.9	13.0	15.0	0.0
17	4	2019	Tarragona	17.7	10.3	14.0	0.0	0.0
17	4	2019	Vigo	14.7	10.5	12.6	23.0	7.5
9	11	2019	Donostia	14.9	9.3	12.1	35.0	41.2
9	11	2019	Bilbo	14.4	9.1	11.8	38.0	27.5
9	11	2019	Gasteiz	9.8	4.9	7.4	37.0	16.0
9	11	2019	Iruña	10.7	5.4	8.0	26.0	16.6
9	11	2019	Reus	15.8	9.5	12.7	51.0	0.0
9	11	2019	Tarragona	18.5	9.8	14.2	0.0	0.0
9	11	2019	Vigo	14.1	7.2	10.7	21.0	27.6
24	6	2019	Donostia	24.0	18.1	21.1	17.0	0.0
24	6	2019	Bilbo	22.9	16.8	19.8	24.0	0.0
24	6	2019	Gasteiz	30.2	14.3	22.3	25.0	0.0
24	6	2019	Iruña	32.4	14.7	23.6	31.0	0.0
24	6	2019	Reus	32.7	18.4	25.6	33.0	0.0
24	6	2019	Tarragona	29.8	17.9	23.8	0.0	0.0
24	6	2019	Vigo	20.9	13.1	17.0	23.0	0.1
9	1	2019	Donostia	12.1	7.3	9.7	24.0	8.7
9	1	2019	Bilbo	10.8	7.0	8.9	19.0	2.1
9	1	2019	Gasteiz	9.1	3.4	6.3	23.0	0.8
9	1	2019	Iruña	8.8	2.8	5.8	41.0	0.0
9	1	2019	Alforja	15.8	2.8	9.3	0.0	0.0
9	1	2019	Reus	15.8	2.8	9.3	58.0	0.0
9	1	2019	Tarragona	16.9	5.1	11.0	0.0	0.0
9	1	2019	Vigo	14.3	2.2	8.3	15.0	0.0
16	11	2019	Donostia	8.8	5.5	7.2	31.0	46.8
16	11	2019	Bilbo	10.1	1.5	5.8	24.0	21.0
16	11	2019	Gasteiz	8.3	-1.3	3.5	24.0	1.8
16	11	2019	Iruña	3.9	-0.9	1.5	16.0	4.9
16	11	2019	Reus	13.1	0.3	6.7	30.0	0.0
16	11	2019	Tarragona	15.5	3.7	9.6	0.0	0.0
16	11	2019	Vigo	10.4	2.7	6.5	17.0	0.4
8	7	2019	Donostia	22.9	19.2	21.1	18.0	12.3
8	7	2019	Bilbo	21.8	18.2	20.0	18.0	4.4
8	7	2019	Gasteiz	24.5	16.7	20.6	28.0	1.3
8	7	2019	Iruña	28.4	16.5	22.4	38.0	7.1
8	7	2019	Alforja	30.5	18.9	24.7	21.0	9.8
8	7	2019	Reus	30.6	23.6	27.1	0.0	0.0
8	7	2019	Tarragona	30.6	23.6	27.1	0.0	1.8
8	7	2019	Vigo	24.3	15.0	19.6	20.0	0.0
12	11	2019	Donostia	12.7	9.0	10.8	24.0	26.4
12	11	2019	Bilbo	14.4	7.6	11.0	15.0	13.6
12	11	2019	Gasteiz	12.6	4.2	8.4	18.0	5.5
12	11	2019	Iruña	11.6	4.6	8.1	22.0	0.5
12	11	2019	Reus	17.0	8.2	12.6	41.0	0.0
12	11	2019	Tarragona	19.1	8.5	13.8	0.0	0.0
12	11	2019	Vigo	14.9	7.2	11.0	24.0	82.4
3	8	2019	Donostia	26.8	17.1	21.9	14.0	0.0
3	8	2019	Bilbo	29.1	15.2	22.2	25.0	0.0
3	8	2019	Gasteiz	32.5	11.8	22.2	27.0	0.0
3	8	2019	Iruña	34.5	13.1	23.8	30.0	0.0
3	8	2019	Alforja	31.4	21.1	26.3	0.0	0.0
3	8	2019	Reus	31.4	21.1	26.3	19.0	0.0
3	8	2019	Tarragona	29.3	20.3	24.8	0.0	0.0
3	8	2019	Vigo	25.1	14.4	19.8	23.0	0.0
25	3	2019	Donostia	16.0	10.9	13.4	23.0	0.0
25	3	2019	Bilbo	14.6	7.1	10.9	21.0	0.0
25	3	2019	Gasteiz	13.3	2.6	8.0	32.0	0.0
25	3	2019	Iruña	13.4	6.7	10.0	41.0	0.0
25	3	2019	Reus	23.1	6.9	15.0	34.0	0.0
25	3	2019	Tarragona	24.4	10.3	17.3	0.0	0.0
25	3	2019	Vigo	23.2	8.6	15.9	27.0	0.0
23	10	2019	Donostia	18.2	10.9	14.6	24.0	4.2
23	10	2019	Bilbo	18.6	12.8	15.7	20.0	2.4
23	10	2019	Gasteiz	16.7	9.7	13.2	16.0	9.0
23	10	2019	Iruña	16.8	8.5	12.6	20.0	1.2
23	10	2019	Reus	19.8	14.0	16.9	0.0	0.0
23	10	2019	Tarragona	19.8	14.0	16.9	0.0	17.2
23	10	2019	Vigo	16.3	9.2	12.7	22.0	0.0
17	9	2019	Donostia	27.4	17.3	22.3	15.0	0.0
17	9	2019	Bilbo	27.2	17.3	22.3	19.0	0.0
17	9	2019	Gasteiz	28.5	15.1	21.8	24.0	0.0
17	9	2019	Iruña	31.5	14.2	22.8	23.0	0.0
17	9	2019	Reus	29.9	16.0	22.9	17.0	0.0
17	9	2019	Tarragona	28.4	18.1	23.3	0.0	0.0
17	9	2019	Vigo	27.4	17.3	22.3	15.0	0.1
8	9	2019	Donostia	21.3	13.8	17.5	14.0	6.1
8	9	2019	Bilbo	22.3	13.0	17.6	17.0	2.3
8	9	2019	Gasteiz	21.6	7.7	14.7	23.0	0.1
8	9	2019	Iruña	22.2	11.1	16.7	28.0	0.0
8	9	2019	Reus	27.9	14.4	21.1	24.0	0.0
8	9	2019	Tarragona	27.4	16.0	21.7	0.0	0.0
8	9	2019	Vigo	29.8	12.6	21.2	21.0	0.0
3	2	2019	Donostia	10.7	3.5	7.1	27.0	5.9
3	2	2019	Bilbo	10.4	2.6	6.5	26.0	3.8
3	2	2019	Gasteiz	4.4	0.5	2.5	29.0	6.1
3	2	2019	Iruña	4.0	-0.6	1.7	41.0	4.8
3	2	2019	Alforja	12.8	4.6	8.7	0.0	0.0
3	2	2019	Reus	12.8	4.6	8.7	40.0	0.0
3	2	2019	Tarragona	13.7	3.9	8.8	0.0	0.0
3	2	2019	Vigo	11.6	1.0	6.3	14.0	0.0
23	11	2019	Donostia	16.2	9.8	13.0	49.0	55.7
23	11	2019	Bilbo	16.3	9.6	12.9	54.0	31.0
23	11	2019	Gasteiz	10.4	5.6	8.0	38.0	13.8
23	11	2019	Iruña	10.2	5.7	7.9	28.0	17.5
23	11	2019	Reus	14.8	8.4	11.6	66.0	0.2
23	11	2019	Tarragona	16.3	10.0	13.1	0.0	0.4
23	11	2019	Vigo	12.8	7.8	10.3	24.0	2.1
4	4	2019	Donostia	14.6	5.1	9.9	28.0	9.2
4	4	2019	Bilbo	17.3	4.5	10.9	26.0	5.0
4	4	2019	Gasteiz	13.4	-0.1	6.6	35.0	0.0
4	4	2019	Iruña	13.9	-0.4	6.7	21.0	0.4
4	4	2019	Reus	17.3	5.5	11.4	38.0	0.0
4	4	2019	Tarragona	18.8	6.8	12.8	0.0	0.0
4	4	2019	Vigo	9.5	3.3	6.4	28.0	20.6
17	11	2019	Donostia	11.1	8.0	9.6	30.0	27.9
17	11	2019	Bilbo	12.3	7.2	9.8	21.0	17.2
17	11	2019	Gasteiz	9.5	3.3	6.4	24.0	2.4
17	11	2019	Iruña	7.9	2.2	5.1	11.0	0.8
17	11	2019	Reus	16.6	6.1	11.4	36.0	0.0
17	11	2019	Tarragona	16.7	7.7	12.2	0.0	0.2
17	11	2019	Vigo	12.8	7.7	10.3	23.0	7.6
29	7	2019	Donostia	25.3	13.6	19.4	23.0	0.9
29	7	2019	Bilbo	24.8	14.4	19.6	28.0	1.1
29	7	2019	Gasteiz	29.9	8.2	19.0	36.0	0.0
29	7	2019	Iruña	33.4	9.6	21.5	37.0	0.0
29	7	2019	Alforja	30.6	19.2	24.9	0.0	0.0
29	7	2019	Reus	30.6	19.2	24.9	18.0	0.0
29	7	2019	Tarragona	28.4	19.3	23.8	0.0	0.0
29	7	2019	Vigo	20.1	14.4	17.3	23.0	4.7
16	2	2019	Donostia	23.0	5.6	14.3	30.0	0.0
16	2	2019	Bilbo	16.6	-3.3	6.7	0.0	0.0
16	2	2019	Gasteiz	16.6	-3.3	6.7	24.0	0.0
16	2	2019	Iruña	17.0	-3.0	7.0	29.0	0.0
16	2	2019	Alforja	17.3	0.9	9.1	11.0	0.0
16	2	2019	Reus	17.2	0.9	9.1	13.0	0.0
16	2	2019	Tarragona	15.7	2.5	9.1	0.0	0.0
16	2	2019	Vigo	20.4	7.3	13.8	16.0	0.0
3	5	2019	Donostia	16.2	10.2	13.2	21.0	9.8
3	5	2019	Bilbo	14.8	9.5	12.2	27.0	6.3
3	5	2019	Gasteiz	11.7	6.7	9.2	25.0	2.8
3	5	2019	Iruña	13.6	6.6	10.1	33.0	1.0
3	5	2019	Reus	15.0	10.1	12.6	21.0	1.9
3	5	2019	Tarragona	14.7	11.1	12.9	0.0	5.2
3	5	2019	Vigo	21.0	7.7	14.3	30.0	0.0
10	6	2019	Donostia	19.3	14.3	16.8	17.0	0.5
10	6	2019	Bilbo	17.8	9.3	13.5	18.0	2.2
10	6	2019	Gasteiz	17.0	9.1	13.1	24.0	0.1
10	6	2019	Iruña	17.0	10.5	13.8	30.0	0.0
10	6	2019	Reus	29.8	13.4	21.6	36.0	0.4
10	6	2019	Tarragona	29.2	13.9	21.6	0.0	0.0
10	6	2019	Vigo	19.4	8.6	14.0	25.0	0.0
23	5	2019	Donostia	20.8	12.0	16.4	24.0	1.7
23	5	2019	Bilbo	19.1	11.6	15.4	24.0	0.6
23	5	2019	Gasteiz	22.3	5.8	14.0	28.0	0.0
23	5	2019	Iruña	25.3	8.0	16.6	27.0	0.2
23	5	2019	Reus	23.1	12.1	17.6	16.0	0.0
23	5	2019	Tarragona	21.0	14.2	17.6	0.0	0.0
